147,Marsha De Cordova,31,14,7,3,1,27290
148,Kim Caddy,31,14,7,3,2,21622
149,Mark Gitsham,31,14,7,3,5,9150
150,Lois Davis,31,14,7,3,7,1529
151,Jake Thomas,31,14,7,3,3,386
152,Joy Morrissey,32,12,3,3,2,32477
153,Dominic Grieve,32,12,3,3,6,16765
154,Alexa Collins,32,12,3,3,1,5756
155,Zoe Hatch,32,12,3,3,7,2033
156,Adam Cleary,32,12,3,3,6,837
157,Bob Stewart,33,14,7,3,2,27282
158,Marina  Ahmad,33,14,7,3,1,13024
159,Chloe-Jane Ross,33,14,7,3,5,8194
160,Ruth Fabricant,33,14,7,3,7,2055
161,Mohammad Yasin,34,20,9,3,1,20491
162,Ryan Henson,34,20,9,3,2,20346
163,Henry Vann,34,20,9,3,5,4608
164,Adrian Spurrell,34,20,9,3,7,960
165,Charles Bunker,34,20,9,3,3,896
166,Gavin Robinson,35,21,11,4,16,20874
167,Naomi Long,35,21,11,4,17,19055
168,Carl McClean,35,21,11,4,18,2516
169,John Finucane,36,21,11,4,19,23078
170,Nigel Dodds,36,21,11,4,16,21135
171,Nuala McAllister,36,21,11,4,17,4824
172,Claire Hanna,37,21,11,4,20,27079
173,Emma Little Pengelly,37,21,11,4,16,11678
174,Paula Bradshaw ,37,21,11,4,17,6786
175,Michael Henderson,37,21,11,4,18,1259
176,Chris McHugh,37,21,11,4,21,550
177,Paul Maskey,38,21,11,4,19,20866
178,Gerry Carroll,38,21,11,4,22,6194
179,Frank McCoubrey,38,21,11,4,16,5220
180,Paul Doherty,38,21,11,4,20,2985
181,Donnamarie Higgins,38,21,11,4,17,1882
182,Monica Digney,38,21,11,4,21,1635
183,Neil Coyle,39,14,7,3,1,31723
184,Humaira Ali,39,14,7,3,5,15597
185,Andrew Baker,39,14,7,3,2,9678
186,Alex Matthews,39,14,7,3,3,1617
187,John Lamont,40,3,2,2,2,25747
188,Calum Kerr,40,3,2,2,8,20599
189,Jenny Marr,40,3,2,2,5,4287
190,Ian Davidson,40,3,2,2,1,2513
191,Anne-Marie Trevelyan,41,22,12,3,2,23947
192,Trish Williams,41,22,12,3,1,9112
193,Tom  Hancock,41,22,12,3,5,7656
194,Thomas Stewart,41,22,12,3,7,1394
195,Rushanara Ali,42,14,7,3,1,44052
196,Nicholas Stovold,42,14,7,3,2,6528
197,Josh Babarinde,42,14,7,3,5,5892
198,Shahrar Ali,42,14,7,3,7,2570
199,David Axe,42,14,7,3,3,1081
200,Vanessa Hudson,42,14,7,3,23,439
201,Graham Stuart,43,23,8,3,2,33250
202,Chloe Hopkins,43,23,8,3,1,12802
203,Denis Healy,43,23,8,3,5,4671
204,Andy Shead,43,23,8,3,12,1441
205,Isabel Pires,43,23,8,3,7,1378
206,Huw Merriman,44,24,3,3,2,37590
207,Christine Bayliss,44,24,3,3,1,11531
208,Martin Saunders,44,24,3,3,5,7280
209,Jonathan Kent,44,24,3,3,7,2692
210,David Evennett,45,14,7,3,2,25856
211,Anna Day,45,14,7,3,1,12753
212,David McBride,45,14,7,3,5,2819
213,Tony Ball,45,14,7,3,7,1298
214,Graham  Moore,45,14,7,3,24,520
215,Mick Whitley,46,25,5,3,1,24990
216,Frank Field,46,25,5,3,25,7285
217,Claire Rowles,46,25,5,3,2,5540
218,Stuart Kelly,46,25,5,3,5,1620
219,Darren-Lee Lythgoe,46,25,5,3,3,1489
220,Pat Cleary,46,25,5,3,7,1405
221,Preet Kaur Gill,47,5,4,3,14,21217
222,Alex Yip,47,5,4,3,2,15603
223,Colin Green,47,5,4,3,5,3349
224,Phil Simpson,47,5,4,3,7,1112
225,David Wilks,47,5,4,3,3,1047
226,Jack Dromey,48,5,4,3,1,17720
227,Robert  Alden,48,5,4,3,2,14119
228,Wendy Garcarz,48,5,4,3,3,1441
229,Ann Holtom,48,5,4,3,5,1301
230,Rob Grant,48,5,4,3,7,648
231,Tahir Ali,49,5,4,3,1,35889
232,Penny-Anne O'Donnell,49,5,4,3,2,7381
233,Roger Godsiff,49,5,4,3,6,4273
234,Izzy Knowles,49,5,4,3,5,3673
235,Rosie Cuckston,49,5,4,3,3,877
236,Patrick Cox,49,5,4,3,7,818
237,Liam Byrne,50,5,4,3,1,35397
238,Akaal Sidhu,50,5,4,3,2,6742
239,Jill Dagnan,50,5,4,3,3,1519
240,Waheed Rafiq,50,5,4,3,5,760
241,Jane McKears,50,5,4,3,7,328
242,Hilda Johani,50,5,4,3,26,257
243,Shabana Mahmood,51,5,4,3,1,33355
244,Mary Noone,51,5,4,3,2,4773
245,Lee Dargue,51,5,4,3,5,2228
246,Alex  Nettle,51,5,4,3,7,931
247,Andrew Garcarz,51,5,4,3,3,831
248,Gary Sambrook,52,5,4,3,2,19957
249,Richard Burden,52,5,4,3,1,18317
250,Jamie Scott,52,5,4,3,5,1961
251,Keith Rowe,52,5,4,3,3,1655
252,Eleanor Masters,52,5,4,3,7,954
253,Kenneth  Lowry,52,5,4,3,27,254
254,Khalid Mahmood,53,5,4,3,1,26594
255,Raaj Shamji,53,5,4,3,2,11277
256,Gerry Jerome,53,5,4,3,5,1901
257,Annette  Wilcox,53,5,4,3,3,1382
258,Kefentse Dennis,53,5,4,3,7,845
259,Thomas Braich,53,5,4,3,28,148
260,Stephen McCabe,54,5,4,3,1,27714
261,Hannah Campbell,54,5,4,3,2,15300
262,David Radcliffe,54,5,4,3,5,3169
263,Joe Peacock,54,5,4,3,7,1848
264,Joseph Tawonezvi,54,5,4,3,3,1436
265,Jess Phillips,55,5,4,3,1,23379
266,Vincent  Garrington,55,5,4,3,2,12720
267,Roger Harmer,55,5,4,3,5,3754
268,Mary Ann McKenna,55,5,4,3,3,2246
269,Christopher Garghan,55,5,4,3,7,579
270,Dehenna Davison,56,26,12,3,2,24067
271,Helen Goodman,56,26,12,3,1,16105
272,Nicholas Brown,56,26,12,3,3,2500
273,Ray Georgeson,56,26,12,3,5,2133
274,Kate Hollern,57,27,5,3,1,29040
275,Claire Gill,57,27,5,3,2,10736
276,Rick Moore,57,27,5,3,3,2770
277,Beth Waller-Slack,57,27,5,3,5,1130
278,Reza Hossain,57,27,5,3,7,741
279,Rizwan Ali Shah,57,27,5,3,6,319
280,Graham Stringer,58,6,5,3,1,23887
281,Alexander Victor Elias,58,6,5,3,2,9485
282,James Buckley,58,6,5,3,3,2736
283,Iain Donaldson,58,6,5,3,5,1590
284,David Jones,58,6,5,3,7,920
285,Paul Maynard,59,27,5,3,2,22364
286,Chris Webb,59,27,5,3,1,13768
287,Sue Close,59,27,5,3,5,1494
288,Duncan Royal,59,27,5,3,7,735
289,Neil Holden,59,27,5,3,6,443
290,Scott Benton,60,27,5,3,2,16247
291,Gordon Marsden,60,27,5,3,1,12557
292,David Brown,60,27,5,3,3,2009
293,Bill Greene,60,27,5,3,5,1008
294,Rebecca Daniels,60,27,5,3,7,563
295,Gary Coleman,60,27,5,3,6,368
296,Nick Smith,61,28,1,1,1,14862
297,Richard Taylor,61,28,1,1,3,6215
298,Laura Jones,61,28,1,1,2,5749
299,Peredur Owen Griffiths,61,28,1,1,4,1722
300,Chelsea-Marie Annett,61,28,1,1,5,1285
301,Stephen Priestnall,61,28,1,1,7,386
302,Liz Twist,62,29,12,3,1,19794
303,Adrian Pepper,62,29,12,3,2,14263
304,Michael Robinson,62,29,12,3,3,5833
305,Vicky Anderson,62,29,12,3,5,3703
306,Diane Cadman,62,29,12,3,7,1279
307,Kathy King,62,29,12,3,10,615
308,Lisabela Marschild,62,29,12,3,29,118
309,Lee Garrett,62,29,12,3,6,76
310,Ian Levy,63,22,12,3,2,17440
311,Susan Dungworth,63,22,12,3,14,16728
312,Mark Peart,63,22,12,3,3,3394
313,Thom Chapman,63,22,12,3,5,2151
314,Dawn Furness,63,22,12,3,7,1146
315,Nick Gibb,64,9,3,3,2,32521
316,Alan Butcher,64,9,3,3,1,10018
317,Francis Oppler,64,9,3,3,5,5645
318,Carol Birch,64,9,3,3,7,1826
319,David Kurten,64,9,3,3,27,846
320,Andrew Elston,64,9,3,3,6,367
321,Mark Fletcher,65,7,6,3,2,21791
322,Dennis Skinner,65,7,6,3,1,16492
323,Kevin Harper,65,7,6,3,3,4151
324,David Hancock,65,7,6,3,5,1759
325,David Kesteven,65,7,6,3,7,758
326,Ross Walker,65,7,6,3,6,517
327,Natalie Hoy,65,7,6,3,6,470
328,Mark Logan,66,6,5,3,2,19759
329,David Crausby,66,6,5,3,1,19381
330,Trevor Jones,66,6,5,3,3,1880
331,Warren Fox,66,6,5,3,5,1847
332,Liz Spencer,66,6,5,3,7,689
333,Yasmin Qureshi,67,6,5,3,1,21516
334,Johno Lee,67,6,5,3,2,13918
335,Mark Cunningham,67,6,5,3,3,2968
336,Kevin Walsh,67,6,5,3,5,1411
337,David Figgins,67,6,5,3,7,791
338,Chris Green,68,6,5,3,2,27255
339,Julie Hilling,68,6,5,3,1,18400
340,Rebecca Forrest,68,6,5,3,5,2704
341,Paris Hayes,68,6,5,3,7,939
342,Peter Dowd,69,25,5,3,1,39066
343,Tarsilo Onuluk,69,25,5,3,2,4510
344,Kim Knight,69,25,5,3,3,2610
345,Rebecca Hanson,69,25,5,3,5,1822
346,Mike Carter,69,25,5,3,7,1166
347,Matt Warman,70,30,6,3,2,31963
348,Ben Cook,70,30,6,3,1,6342
349,Hilary Jones,70,30,6,3,5,1963
350,Peter Watson,70,30,6,3,6,1428
351,Luke Evans,71,31,6,3,2,36056
352,Rick Middleton,71,31,6,3,1,9778
353,Michael Mullaney,71,31,6,3,5,9096
354,Mick Gregg,71,31,6,3,7,1502
355,Tobias Ellwood,72,32,10,3,2,24926
356,Corrie Drew ,72,32,10,3,1,16120
357,Philip  Dunn,72,32,10,3,5,5418
358,Alasdair  Keddie ,72,32,10,3,7,2049
359,Ben  Aston,72,32,10,3,6,447
360,Emma  Johnson,72,32,10,3,6,314
361,Conor Burns,73,32,10,3,2,24550
362,David Stokes ,73,32,10,3,1,14400
363,Jon  Nicholas ,73,32,10,3,5,4931
364,Simon  Bull,73,32,10,3,7,2096
365,James Sunderland,74,33,3,3,2,31894
366,Paul Bidwell,74,33,3,3,1,12065
367,Kaweh Beheshtizadeh,74,33,3,3,5,7749
368,Derek Florey,74,33,3,3,7,2089
369,Olivio Barreto,74,33,3,3,6,553
370,Imran Hussain,75,19,8,3,1,27825
371,Linden Kemkaran,75,19,8,3,2,9681
372,Jeanette Sunderland,75,19,8,3,5,3316
373,Jonathan Barras,75,19,8,3,3,2700
374,Andy  Stanford,75,19,8,3,7,662
375,Judith Cummins,76,19,8,3,1,18390
376,Narinder Sekhon,76,19,8,3,2,16044
377,Kulvinder Manik,76,19,8,3,3,2819
378,Alun Griffiths,76,19,8,3,5,1505
379,Matthew Edwards,76,19,8,3,7,983
380,Naz Shah,77,19,8,3,1,33736
381,Mohammed Afzal,77,19,8,3,2,6717
382,Derrick Hodgson,77,19,8,3,3,1556
383,Mark Christie,77,19,8,3,5,1349
384,Darren Parkinson,77,19,8,3,7,813
385,Azfar  Bukhari,77,19,8,3,6,90
386,James Cleverly,78,17,9,3,2,34112
387,Joshua  Garfield,78,17,9,3,1,9439
388,Dominic  Graham,78,17,9,3,5,4779
389,Jo Beavis,78,17,9,3,6,1488
390,David  Mansell,78,17,9,3,6,420
391,Alan  Dorkins,78,17,9,3,6,261
392,Fay Jones,79,34,1,1,2,21958
393,Jane Dodds,79,34,1,1,5,14827
394,Tom Davies,79,34,1,1,1,3944
395,Lady Lily The Pink,79,34,1,1,9,345
396,Jeff Green,79,34,1,1,30,245
397,Dawn Butler,80,14,7,3,1,31779
398,David Brescia,80,14,7,3,2,10909
399,Deborah Unger,80,14,7,3,5,4844
400,William Relton,80,14,7,3,7,1600
401,Ruth Cadbury,81,14,7,3,1,29266
402,Seena Shah,81,14,7,3,2,18752
403,Helen Cross,81,14,7,3,5,7314
404,Daniel Goldsmith,81,14,7,3,7,1829
405,Lucy O'Sullivan,81,14,7,3,3,1165
406,Barry Gardiner,82,14,7,3,1,26911
407,Anjana Patel,82,14,7,3,2,18832
408,Paul Lorber,82,14,7,3,5,4065
409,Suzie O'Brien,82,14,7,3,3,951
410,Simon Rebbitt,82,14,7,3,7,850
411,Noel Coonan,82,14,7,3,6,169
412,Elcena Jeffers,82,14,7,3,6,101
413,Alex Burghart,83,17,9,3,2,36308
414,Oliver Durose,83,17,9,3,1,7243
415,David Kendall,83,17,9,3,5,7187
416,Paul  Jeater,83,17,9,3,7,1679
417,Robin  Tilbrook,83,17,9,3,24,532
418,Jamie Wallis,84,28,1,1,2,18193
419,Madeleine Moon,84,28,1,1,1,17036
420,Jonathan Pratt,84,28,1,1,5,2368
421,Leanne Lewis,84,28,1,1,4,2013
422,Robert Morgan,84,28,1,1,3,1811
423,Alex Harris,84,28,1,1,7,815
424,Ian Liddell-Grainger,85,35,10,3,2,35827
425,Oliver  Thornton ,85,35,10,3,1,11388
426,Bill  Revans ,85,35,10,3,5,7805
427,Mickie  Ritchie,85,35,10,3,7,1877
428,Far̬s Moussa ,85,35,10,3,10,755
429,Andrew Percy,86,23,8,3,2,30941
430,Majid Khan,86,23,8,3,1,9000
431,David Dobbie,86,23,8,3,5,2180
432,Jo Baker,86,23,8,3,7,1281
433,Lloyd Russell-Moyle,87,24,3,3,14,25033
434,Joe Miller,87,24,3,3,2,16972
435,Ben Thomas,87,24,3,3,5,2964
436,Alexandra Phillips,87,24,3,3,7,2237
437,Graham Cushway,87,24,3,3,3,1327
438,Caroline Lucas,88,24,3,3,7,33151
439,Adam Imanpour,88,24,3,3,1,13211
440,Emma Hogan,88,24,3,3,2,10176
441,Richard Milton,88,24,3,3,3,770
442,Citizen Skwith,88,24,3,3,9,301
443,Bob Dodds,88,24,3,3,6,212
444,Nigel Furness,88,24,3,3,27,177
445,Kerry McCarthy,89,18,10,3,1,27717
446,Sarah  Codling ,89,18,10,3,2,16923
447,Nicholas  Coombes,89,18,10,3,5,3527
448,Conan Connolly,89,18,10,3,7,2106
449,Tim Page ,89,18,10,3,3,1881
450,Darren Jones,90,18,10,3,1,27330
451,Mark  Weston,90,18,10,3,2,21638
452,Chris Coleman,90,18,10,3,5,4940
453,Heather  Mack,90,18,10,3,7,1977
454,Karin Smyth,91,18,10,3,1,27895
455,Richard  Morgan ,91,18,10,3,2,18036
456,Andrew Brown,91,18,10,3,5,4227
457,Tony  Dyer ,91,18,10,3,7,2713
458,Robert de Vito Boutin,91,18,10,3,3,2325
459,Thangam Debbonaire,92,18,10,3,1,47028
460,Carla Denyer ,92,18,10,3,7,18809
461,Suria  Aujla,92,18,10,3,2,8822
462,Neil  Hipkiss,92,18,10,3,3,869
463,Jerome Mayhew,93,36,9,3,2,33934
464,Jess Barnard,93,36,9,3,1,12073
465,Ben  Goodwin,93,36,9,3,5,9195
466,Andrew Boswell,93,36,9,3,7,1412
467,Simon Rous,93,36,9,3,31,363
468,Robert Neill,94,14,7,3,2,23958
469,Angela Wilkins,94,14,7,3,1,13067
470,Julie Ireland,94,14,7,3,5,6621
471,Mary Ion,94,14,7,3,7,1546
472,Zion Amodu,94,14,7,3,26,255
473,Jyoti Dialani,94,14,7,3,32,119
474,Sajid Javid,95,37,4,3,2,34408
475,Rory Shannon,95,37,4,3,1,11302
476,David Nicholl,95,37,4,3,5,6779
477,Kevin White,95,37,4,3,7,1783
478,Charles Walker,96,38,9,3,2,30631
479,Sean Waters,96,38,9,3,1,10824
480,Julia Bird,96,38,9,3,5,3970
481,Nicholas Cox,96,38,9,3,7,1281
482,Darren Henry,97,10,6,3,2,26602
483,Greg Marshall,97,10,6,3,1,21271
484,Anna Soubry,97,10,6,3,33,4668
485,Kat Boettge,97,10,6,3,7,1806
486,Amy Dalla Mura,97,10,6,3,24,432
487,Teck Khong,97,10,6,3,6,321
488,David Bishop,97,10,6,3,34,172
489,Greg Smith,98,12,3,3,2,37035
490,Stephen Dorrell,98,12,3,3,5,16624
491,David Morgan,98,12,3,3,1,7638
492,Andrew Bell,98,12,3,3,3,1286
493,Ned Thompson,98,12,3,3,6,681
494,Antonio Vitiello,98,12,3,3,24,194
495,Antony Higginbotham,99,27,5,3,2,15720
496,Julie Cooper,99,27,5,3,1,14368
497,Gordon Birtwistle,99,27,5,3,5,3501
498,Stewart Ian Scott,99,27,5,3,3,3362
499,Charlie Briggs,99,27,5,3,35,1162
500,Laura Fisk,99,27,5,3,7,739
501,Karen Helsby Entwistle,99,27,5,3,6,132
502,Kate Griffiths,100,39,4,3,2,29560
503,Louise Walker,100,39,4,3,1,15064
504,Adam Wain,100,39,4,3,5,2681
505,Kate  Copeland,100,39,4,3,7,1433
506,James Daly,101,6,5,3,2,21660
507,James Frith,101,6,5,3,1,21555
508,Gareth Lloyd-Johnson,101,6,5,3,5,1584
509,Alan McCarthy,101,6,5,3,3,1240
510,Charlie Allen,101,6,5,3,7,802
511,Christian Wakeford,102,6,5,3,2,22034
512,Lucy Burke,102,6,5,3,1,21632
513,Richard Kilpatrick,102,6,5,3,5,2315
514,Andrea Livesey,102,6,5,3,3,1672
515,Ivan Lewis,102,6,5,3,6,1366
516,Glyn Heath,102,6,5,3,7,848
517,Michael Boyle,102,6,5,3,6,277
518,Gemma Evans,102,6,5,3,36,130
519,Jo Churchill,103,40,9,3,2,37770
520,Cliff Waterman,103,40,9,3,1,12782
521,Helen Geake,103,40,9,3,7,9711
522,Paul  Hopfensperger,103,40,9,3,6,1694
523,Wayne David,104,28,1,1,1,18018
524,Jane Pratt,104,28,1,1,2,11185
525,Lindsay Whittle,104,28,1,1,4,6424
526,Nathan Gill,104,28,1,1,3,4490
527,Jamie Stone,105,3,2,2,5,11705
528,Karl Rosie,105,3,2,2,8,11501
529,Andrew Sinclair,105,3,2,2,2,5176
530,Cheryl McDonald,105,3,2,2,1,1936
531,Sandra Skinner,105,3,2,2,3,1139
532,Craig Whittaker,106,19,8,3,2,29981
533,Josh Fenton-Glynn,106,19,8,3,1,24207
534,Javed Bashir,106,19,8,3,5,2884
535,Richard Phillips,106,19,8,3,10,721
536,Harriet Harman,107,14,7,3,1,40258
537,Peter  Quentin,107,14,7,3,2,6478
538,Julia Ogiehor,107,14,7,3,5,5087
539,Claire Sheppard,107,14,7,3,7,3501
540,Jean-Claude Cass-Horne,107,14,7,3,3,1041
541,Joshua Ogunleye,107,14,7,3,37,127
542,George Eustice,108,41,10,3,2,26764
543,Paul  Farmer ,108,41,10,3,1,18064
544,Florence  MacDonald,108,41,10,3,5,3504
545,Karen  La Borde,108,41,10,3,7,1359
546,Paul  Holmes,108,41,10,3,10,676
547,Daniel Zeichner,109,42,9,3,1,25776
548,Rod Cantrill,109,42,9,3,5,16137
549,Russell Perrin,109,42,9,3,2,8342
550,Jeremy Caddick,109,42,9,3,7,2164
551,Peter Dawe,109,42,9,3,3,1041
552,Miles  Hurley,109,42,9,3,6,111
553,Jane Robins,109,42,9,3,13,91
554,Keith Garrett,109,42,9,3,38,67
555,Amanda Milling,110,39,4,3,2,31636
556,Anne Hobbs,110,39,4,3,1,11757
557,Paul Woodhead,110,39,4,3,7,2920
558,Rosemary Duffield,111,11,3,3,1,29018
559,Anna Firth,111,11,3,3,2,27182
560,Claire Malcomson,111,11,3,3,5,3408
561,Michael Gould,111,11,3,3,6,505
562,Jo Stevens,112,43,1,1,1,25605
563,Meirion Jenkins,112,43,1,1,2,8426
564,Bablin Molik,112,43,1,1,5,6298
565,Gareth Pearce,112,43,1,1,3,1006
566,Si̢n Caiach,112,43,1,1,39,280
567,Akil Kata,112,43,1,1,6,119
568,Brian Johnson,112,43,1,1,40,88
569,Anna McMorrin,113,43,1,1,1,26064
570,Mo Ali,113,43,1,1,2,19082
571,Rhys Taylor,113,43,1,1,5,3580
572,Steffan Webb,113,43,1,1,4,1606
573,Chris Butler,113,43,1,1,3,1311
574,Michael Cope,113,43,1,1,7,820
575,Richard Jones,113,43,1,1,6,203
576,Stephen Doughty,114,43,1,1,14,27382
577,Philippa Broom,114,43,1,1,2,14645
578,Dan Schmeising,114,43,1,1,5,2985
579,Nasir Adam,114,43,1,1,4,2386
580,Tim Price,114,43,1,1,3,1999
581,Ken Barker,114,43,1,1,7,1182
582,Kevin Brennan,115,43,1,1,1,23908
583,Carolyn Webster,115,43,1,1,2,12922
584,Boyd Clack,115,43,1,1,4,3864
585,Callum Littlemore,115,43,1,1,5,2731
586,Nick Mullins,115,43,1,1,3,1619
587,David Griffin,115,43,1,1,7,1133
588,John Stevenson,116,16,5,3,2,23659
589,Ruth Alcroft,116,16,5,3,1,15340
590,Julia Aglionby,116,16,5,3,5,2829
591,Fiona Mills,116,16,5,3,27,1045
592,Jonathan Edwards,117,44,1,1,4,15939
593,Havard Hughes,117,44,1,1,2,14130
594,Maria Carroll,117,44,1,1,1,8622
595,Pete Prosser,117,44,1,1,3,2311
596,Simon Hart,118,44,1,1,2,22183
597,Marc Tierney,118,44,1,1,1,14438
598,Glanville Thomas,118,44,1,1,4,3633
599,Alistair Cameron,118,44,1,1,5,1860
